app,open,duration,sec
Pandora,3/6/2018 18:48,11s,11
System UI,3/6/2018 18:48,1s,1
Instagram,3/6/2018 18:48,6s,6
Instagram,3/6/2018 18:48,16s,16
Instagram,3/6/2018 18:48,6s,6
Instagram,3/6/2018 18:48,1s,1
Messages,3/6/2018 18:50,3s,3
Instagram,3/6/2018 19:09,17s,17
Messages,3/6/2018 19:14,2s,2
Instagram,3/6/2018 20:13,3s,3
Instagram,3/6/2018 20:13,2s,2
Gmail,3/6/2018 21:06,1m 9s,69
Gmail,3/6/2018 21:07,1m 38s,98
Instagram,3/6/2018 21:09,9s,9
Instagram,3/6/2018 21:09,19s,19
Gmail,3/6/2018 21:10,4s,4
Gmail,3/6/2018 21:10,20s,20
Gmail,3/6/2018 21:10,4s,4
Gmail,3/6/2018 21:16,8s,8
Gmail,3/6/2018 21:16,2s,2
Gmail,3/6/2018 21:18,18s,18
Gmail,3/6/2018 21:18,31s,31
Gmail,3/6/2018 21:18,1s,1
Snapchat,3/6/2018 21:18,59s,59
Instagram,3/6/2018 21:20,1m 51s,111
Gmail,3/6/2018 21:22,11s,11
Gmail,3/6/2018 21:22,3s,3
Instagram,3/6/2018 21:24,4s,4
Snapchat,3/6/2018 21:24,35s,35
Instagram,3/6/2018 21:25,2m 28s,148
Instagram,3/6/2018 21:28,21s,21
Google Play Store,3/6/2018 22:10,8s,8
System UI,3/6/2018 22:11,1s,1
Instagram,3/6/2018 22:11,55s,55
Gmail,3/6/2018 22:12,16s,16
Clock,3/6/2018 22:19,2s,2
Clock,3/6/2018 22:19,6s,6
The Weather Channel,3/6/2018 22:19,18s,18
Netflix,3/6/2018 22:26,2s,2
Netflix,3/6/2018 22:26,8s,8
Netflix,3/6/2018 22:27,30m 21s,1821
Netflix,3/6/2018 22:57,30s,30
Netflix,3/6/2018 22:57,11m 19s,679
Clock,3/7/2018 6:28,6s,6
Clock,3/7/2018 7:45,1s,1
Messages,3/7/2018 7:46,1m 8s,68
Messages,3/7/2018 7:49,1s,1
Gmail,3/7/2018 8:06,1m ,60
Gmail,3/7/2018 8:07,10s,10
Instagram,3/7/2018 8:07,35s,35
Gmail,3/7/2018 8:08,4s,4
Snapchat,3/7/2018 8:28,23s,23
Snapchat,3/7/2018 8:28,32s,32
Pandora,3/7/2018 8:39,6s,6
Pandora,3/7/2018 8:39,1s,1
Gmail,3/7/2018 8:40,3s,3
Software update,3/7/2018 8:40,4s,4
System UI,3/7/2018 8:41,1s,1
Instagram,3/7/2018 8:46,1m 57s,117
Pandora,3/7/2018 8:53,1s,1
Gmail,3/7/2018 9:07,13s,13
Instagram,3/7/2018 9:29,3s,3
Messages,3/7/2018 9:38,3s,3
Messages,3/7/2018 9:38,16s,16
Messages,3/7/2018 9:51,7s,7
Messages,3/7/2018 9:51,1s,1
Messages,3/7/2018 9:55,1s,1
Messages,3/7/2018 9:55,4s,4
Messages,3/7/2018 9:57,1m 31s,91
Messages,3/7/2018 9:59,1s,1
Instagram,3/7/2018 9:59,2s,2
Instagram,3/7/2018 9:59,2s,2
Messages,3/7/2018 10:05,31s,31
Messages,3/7/2018 10:18,1s,1
Keep,3/7/2018 10:18,9s,9
Messages,3/7/2018 10:46,12s,12
Messages,3/7/2018 10:46,2s,2
Messages,3/7/2018 12:16,5s,5
Messages,3/7/2018 13:47,3s,3
Messages,3/7/2018 13:47,21s,21
Gmail,3/7/2018 13:48,13s,13
Gmail,3/7/2018 13:48,1s,1
Messages,3/7/2018 13:53,6s,6
Messages,3/7/2018 13:53,11s,11
Messages,3/7/2018 14:00,18s,18
Messages,3/7/2018 14:06,9s,9
Messages,3/7/2018 15:17,14s,14
Camera,3/7/2018 15:21,13s,13
The Weather Channel,3/7/2018 15:47,1s,1
The Weather Channel,3/7/2018 15:49,9s,9
Messages,3/7/2018 15:49,14s,14
Messages,3/7/2018 16:02,2s,2
Messages,3/7/2018 16:04,12s,12
Messages,3/7/2018 16:17,6s,6
Gmail,3/7/2018 16:17,4s,4
Gmail,3/7/2018 16:47,7s,7
Gmail,3/7/2018 16:53,16s,16
Keep,3/7/2018 16:53,3s,3
Keep,3/7/2018 16:59,3s,3
Messages,3/7/2018 17:49,28s,28
Messages,3/7/2018 17:50,1s,1
Gmail,3/7/2018 18:22,6s,6
Messages,3/7/2018 20:25,1s,1
Instagram,3/7/2018 20:25,1m 36s,96
Google Play Store,3/7/2018 20:28,1m 5s,65
Google Play Store,3/7/2018 20:29,10s,10
System UI,3/7/2018 20:29,1s,1
Pandora,3/7/2018 20:32,3s,3
Pandora,3/7/2018 20:32,30s,30
Instagram,3/7/2018 20:32,1m 8s,68
System UI,3/7/2018 20:34,1s,1
Instagram,3/7/2018 20:39,15s,15
Instagram,3/7/2018 20:39,1m 30s,90
Maps,3/7/2018 20:41,25s,25
System UI,3/7/2018 20:41,2s,2
Netflix,3/7/2018 20:45,1h 11m,4272
Netflix,3/7/2018 21:56,4s,4
Gmail,3/7/2018 21:57,23s,23
Firefox,3/7/2018 21:57,5s,5
Gmail,3/7/2018 21:57,3s,3
Gmail,3/7/2018 21:57,22s,22
Gmail,3/7/2018 21:57,12s,12
Netflix,3/7/2018 21:58,28m 20s,1700
Netflix,3/7/2018 21:59,1s,1
Netflix,3/7/2018 22:28,1s,1
Instagram,3/7/2018 22:28,23s,23
Gmail,3/7/2018 22:29,15s,15
Instagram,3/7/2018 22:43,2s,2
Instagram,3/7/2018 22:43,1m 22s,82
Instagram,3/7/2018 22:48,1s,1
Netflix,3/7/2018 22:48,1m 9s,69
Netflix,3/7/2018 22:48,10s,10
Netflix,3/7/2018 22:57,30m 13s,1813
Netflix,3/8/2018 7:35,20m 26s,1226
Instagram,3/8/2018 7:56,58s,58
Instagram,3/8/2018 7:57,36s,36
WhatsApp,3/8/2018 7:57,31s,31
Firefox,3/8/2018 7:58,10s,10
WhatsApp,3/8/2018 7:58,7s,7
WhatsApp,3/8/2018 7:58,1s,1
Gmail,3/8/2018 7:58,1m 1s,61
Instagram,3/8/2018 7:59,10m 15s,615
Messages,3/8/2018 8:13,27s,27
Messages,3/8/2018 8:13,1s,1
Instagram,3/8/2018 8:13,1s,1
System UI,3/8/2018 8:13,1s,1
Gmail,3/8/2018 8:13,41s,41
Messages,3/8/2018 8:14,2m 16s,136
Messages,3/8/2018 8:22,2s,2
WhatsApp,3/8/2018 8:22,1s,1
WhatsApp,3/8/2018 8:22,9s,9
Instagram,3/8/2018 8:23,2m 8s,128
Instagram,3/8/2018 8:30,1s,1
System UI,3/8/2018 8:30,1s,1
Phone,3/8/2018 9:10,29s,29
Contacts,3/8/2018 9:10,3s,3
Messages,3/8/2018 9:10,4s,4
Contacts,3/8/2018 9:10,1s,1
Contacts,3/8/2018 9:26,1m ,60
Contacts,3/8/2018 9:27,2s,2
Phone,3/8/2018 9:27,1m 16s,76
Phone,3/8/2018 9:33,4s,4
Contacts,3/8/2018 9:39,8s,8
Gmail,3/8/2018 9:39,14s,14
Gmail,3/8/2018 9:40,4s,4
Instagram,3/8/2018 9:40,7s,7
Instagram,3/8/2018 9:40,3m 28s,208
Firefox,3/8/2018 9:43,1m 15s,75
Firefox,3/8/2018 9:45,13s,13
Messages,3/8/2018 9:45,10s,10
Firefox,3/8/2018 9:45,2s,2
Instagram,3/8/2018 9:50,2s,2
Phone,3/8/2018 9:50,1s,1
Visual Voicemail,3/8/2018 9:50,9s,9
Visual Voicemail,3/8/2018 9:50,17s,17
Instagram,3/8/2018 9:51,5m 24s,324
Instagram,3/8/2018 9:57,3s,3
Contacts,3/8/2018 9:57,2s,2
Phone,3/8/2018 9:57,1m 6s,66
Phone,3/8/2018 10:01,1s,1
System UI,3/8/2018 10:03,1s,1
Contacts,3/8/2018 10:03,1s,1
Instagram,3/8/2018 10:03,7s,7
Gmail,3/8/2018 10:07,45s,45
News & Weather,3/8/2018 10:16,1m 15s,75
Messages,3/8/2018 10:18,3s,3
Messages,3/8/2018 10:21,17s,17
Messages,3/8/2018 10:30,10s,10
Messages,3/8/2018 10:30,34s,34
Instagram,3/8/2018 10:43,9s,9
Messages,3/8/2018 10:53,1m 13s,73
Messages,3/8/2018 10:54,5s,5
Instagram,3/8/2018 10:54,11m 13s,673
Netflix,3/8/2018 11:14,2s,2
Netflix,3/8/2018 11:14,4m 59s,299
Netflix,3/8/2018 11:19,2s,2
Netflix,3/8/2018 11:19,4s,4
Netflix,3/8/2018 11:19,20m 40s,1240
System UI,3/8/2018 11:40,1s,1
Instagram,3/8/2018 11:51,7m 42s,462
Gmail,3/8/2018 12:11,27s,27
Contacts,3/8/2018 12:23,3s,3
Messages,3/8/2018 12:23,22s,22
Instagram,3/8/2018 12:26,23s,23
Messages,3/8/2018 12:27,21s,21
Messages,3/8/2018 12:27,9s,9
Instagram,3/8/2018 12:27,5s,5
Messages,3/8/2018 12:53,12s,12
Messages,3/8/2018 12:53,2s,2
Messages,3/8/2018 13:04,1m 8s,68
Messages,3/8/2018 13:06,1m 39s,99
Messages,3/8/2018 13:08,51s,51
Messages,3/8/2018 13:09,1m ,60
Messages,3/8/2018 13:22,1s,1
Camera,3/8/2018 13:22,3s,3
Instagram,3/8/2018 13:40,27s,27
App Usage Tracker,3/8/2018 13:41,9m 48s,588
App Usage Tracker,3/8/2018 13:51,1m 13s,73
App Usage Tracker,3/8/2018 13:52,1m 3s,63
Camera,3/8/2018 14:26,2s,2
Camera,3/8/2018 14:31,1s,1
Messages,3/8/2018 14:32,39s,39
Gmail,3/8/2018 14:32,10s,10
Gmail,3/8/2018 14:34,25s,25
Messages,3/8/2018 14:41,6s,6
Messages,3/8/2018 14:56,1s,1
Messages,3/8/2018 14:59,1s,1
Messages,3/8/2018 14:59,2s,2
Messages,3/8/2018 15:16,19s,19
Messages,3/8/2018 15:16,19s,19
Messages,3/8/2018 15:21,2s,2
Messages,3/8/2018 15:41,1m ,60
Messages,3/8/2018 15:42,1m ,60
Messages,3/8/2018 15:59,29s,29
Messages,3/8/2018 15:59,1m 11s,71
Messages,3/8/2018 16:12,2s,2
Instagram,3/8/2018 16:12,33s,33
Messages,3/8/2018 16:22,4s,4
Gmail,3/8/2018 16:22,14s,14
Gmail,3/8/2018 16:22,3s,3
Instagram,3/8/2018 16:22,1m ,60
System UI,3/8/2018 16:23,1s,1
Messages,3/8/2018 16:26,29s,29
Gmail,3/8/2018 16:27,33s,33
Gmail,3/8/2018 16:28,7s,7
Contacts,3/8/2018 16:29,3s,3
Contacts,3/8/2018 16:29,1s,1
Contacts,3/8/2018 16:30,2s,2
Messages,3/8/2018 16:30,6s,6
Messages,3/8/2018 16:30,1m 9s,69
Messages,3/8/2018 16:31,8s,8
Phone,3/8/2018 16:43,1m 2s,62
Phone,3/8/2018 16:44,1m ,60
Phone,3/8/2018 16:54,1m ,60
Phone,3/8/2018 17:05,5s,5
Messages,3/8/2018 17:05,3s,3
Messages,3/8/2018 17:05,5s,5
Messages,3/8/2018 17:12,1m ,60
Messages,3/8/2018 18:15,2s,2
Messages,3/8/2018 18:15,2s,2
Messages,3/8/2018 18:15,13s,13
Messages,3/8/2018 18:15,3s,3
Messages,3/8/2018 18:16,48s,48
Messages,3/8/2018 18:17,33s,33
Gmail,3/8/2018 18:18,16s,16
Messages,3/8/2018 18:18,28s,28
Snapchat,3/8/2018 18:19,8s,8
Messages,3/8/2018 18:19,38s,38
Messages,3/8/2018 18:24,8s,8
Google Play Store,3/8/2018 18:24,2s,2
Messages,3/8/2018 18:24,1s,1
Messages,3/8/2018 18:25,38s,38
Messages,3/8/2018 18:25,44s,44
Google Play Store,3/8/2018 18:26,12s,12
Google Play Store,3/8/2018 18:27,59s,59
Google Play Store,3/8/2018 18:30,3s,3
Messages,3/8/2018 18:31,1m 1s,61
Messages,3/8/2018 18:34,1m 23s,83
Messages,3/8/2018 18:36,1m ,60
Messages,3/8/2018 18:44,1m 58s,118
Messages,3/8/2018 18:46,30s,30
Snapchat,3/8/2018 18:46,34s,34
Messages,3/8/2018 19:08,14s,14
Camera,3/8/2018 19:11,12s,12
Messages,3/8/2018 19:16,17s,17
Messages,3/8/2018 19:24,1m 8s,68
Phone,3/8/2018 19:34,1m 7s,67
Phone,3/8/2018 19:38,29s,29
Messages,3/8/2018 19:39,1s,1
Maps,3/8/2018 19:39,31s,31
Instagram,3/8/2018 19:43,8s,8
Gmail,3/8/2018 19:44,9s,9
Gmail,3/8/2018 20:10,12s,12
Messages,3/8/2018 20:10,3s,3
Messages,3/8/2018 20:10,10s,10
Messages,3/8/2018 20:10,1m 13s,73
Messages,3/8/2018 20:11,20s,20
Messages,3/8/2018 20:12,19s,19
Messages,3/8/2018 20:34,3m 10s,190
Messages,3/8/2018 20:37,8s,8
Messages,3/8/2018 20:39,15s,15
Messages,3/8/2018 20:48,11s,11
Messages,3/8/2018 20:48,3s,3
Gmail,3/8/2018 20:52,12s,12
Messages,3/8/2018 21:35,34s,34
Messages,3/8/2018 21:35,15s,15
Messages,3/8/2018 21:41,12s,12
Messages,3/8/2018 21:41,3s,3
Instagram,3/8/2018 21:42,1m ,60
Clock,3/8/2018 21:45,1m 7s,67
Clock,3/8/2018 21:46,1s,1
Gmail,3/8/2018 21:47,21s,21
Messages,3/8/2018 22:20,13s,13
Messages,3/9/2018 4:38,3s,3
Messages,3/9/2018 5:10,28s,28
Gmail,3/9/2018 5:11,1m 8s,68
Gmail,3/9/2018 5:28,1m 1s,61
Gmail,3/9/2018 5:29,1s,1
Instagram,3/9/2018 5:29,1m 15s,75
Twitter,3/9/2018 5:44,15s,15
Twitter,3/9/2018 5:44,6s,6
Twitter,3/9/2018 5:44,3s,3
Instagram,3/9/2018 5:44,14s,14
Clock,3/9/2018 6:38,1s,1
Calculator,3/9/2018 6:39,1s,1
System UI,3/9/2018 6:39,1s,1
Instagram,3/9/2018 7:03,5s,5
The Weather Channel,3/9/2018 8:08,27s,27
The Weather Channel,3/9/2018 8:08,11s,11
Clock,3/9/2018 8:09,1s,1
Gmail,3/9/2018 8:09,16s,16
Instagram,3/9/2018 8:38,8m 52s,532
System UI,3/9/2018 8:48,1s,1
Messages,3/9/2018 8:49,10s,10
Messages,3/9/2018 8:49,1m 4s,64
Messages,3/9/2018 8:50,9s,9
Messages,3/9/2018 8:58,1m 4s,64
Messages,3/9/2018 8:59,2s,2
System UI,3/9/2018 8:59,1s,1
Gmail,3/9/2018 8:59,35s,35
Gmail,3/9/2018 9:11,1m ,60
Messages,3/9/2018 9:12,21s,21
Messages,3/9/2018 9:12,4s,4
Messages,3/9/2018 9:13,24s,24
Gmail,3/9/2018 9:13,1m 3s,63
Messages,3/9/2018 9:14,1m ,60
Messages,3/9/2018 9:23,1s,1
Messages,3/9/2018 9:25,1m 1s,61
Snapchat,3/9/2018 9:27,1m 8s,68
Messages,3/9/2018 9:28,46s,46
Snapchat,3/9/2018 9:32,2m 3s,123
Instagram,3/9/2018 9:34,8s,8
Instagram,3/9/2018 9:34,1m 33s,93
Snapchat,3/9/2018 9:36,1s,1
Instagram,3/9/2018 9:36,6m 2s,362
System UI,3/9/2018 9:47,1s,1
Instagram,3/9/2018 9:47,40s,40
Messages,3/9/2018 9:48,1m 55s,115
Messages,3/9/2018 9:55,1m ,60
Messages,3/9/2018 9:56,1m 23s,83
Messages,3/9/2018 10:00,1m ,60
Gmail,3/9/2018 10:02,11s,11
Gmail,3/9/2018 10:03,1m ,60
Gmail,3/9/2018 10:04,7s,7
Messages,3/9/2018 10:04,5s,5
Messages,3/9/2018 10:04,15s,15
Messages,3/9/2018 10:05,10s,10
Messages,3/9/2018 10:05,1s,1
Messages,3/9/2018 10:05,1m 23s,83
Messages,3/9/2018 10:06,1m 12s,72
Messages,3/9/2018 10:08,1m 13s,73
Messages,3/9/2018 10:10,3s,3
Messages,3/9/2018 10:13,2s,2
Instagram,3/9/2018 10:42,1m 11s,71
Messages,3/9/2018 10:43,1m ,60
Messages,3/9/2018 10:49,7s,7
Instagram,3/9/2018 10:49,59s,59
Instagram,3/9/2018 10:51,7s,7
Messages,3/9/2018 10:51,5s,5
Gmail,3/9/2018 10:55,2s,2
Gmail,3/9/2018 10:55,1s,1
Netflix,3/9/2018 10:55,5s,5
Netflix,3/9/2018 10:56,5m 51s,351
Messages,3/9/2018 11:01,36s,36
Netflix,3/9/2018 11:02,2m 5s,125
Clock,3/9/2018 11:04,9s,9
Netflix,3/9/2018 11:04,13m 17s,797
Netflix,3/9/2018 11:18,13m 27s,807
Netflix,3/9/2018 11:31,7s,7
Messages,3/9/2018 11:31,6s,6
Netflix,3/9/2018 11:31,1s,1
Netflix,3/9/2018 11:32,24s,24
Netflix,3/9/2018 11:32,9m 4s,544
System UI,3/9/2018 11:41,1s,1
Gmail,3/9/2018 11:41,13s,13
Clock,3/9/2018 11:44,4s,4
Pandora,3/9/2018 11:56,3s,3
Pandora,3/9/2018 11:56,2s,2
Pandora,3/9/2018 11:59,2s,2
Pandora,3/9/2018 11:59,12s,12
Camera,3/9/2018 12:04,2s,2
Messages,3/9/2018 12:05,5s,5
Gmail,3/9/2018 12:38,10s,10
Messages,3/9/2018 12:39,2s,2
Messages,3/9/2018 12:39,1m 35s,95
Messages,3/9/2018 12:43,3s,3
Gmail,3/9/2018 12:43,11s,11
Gmail,3/9/2018 12:43,3s,3
Messages,3/9/2018 13:12,3s,3
Messages,3/9/2018 14:29,10s,10
Messages,3/9/2018 14:32,12s,12
Gmail,3/9/2018 14:32,14s,14
Gmail,3/9/2018 14:32,2s,2
Instagram,3/9/2018 14:33,9s,9
Instagram,3/9/2018 14:33,36s,36
Memo,3/9/2018 14:48,1s,1
Memo,3/9/2018 14:48,29s,29
Memo,3/9/2018 14:50,19s,19
Camera,3/9/2018 14:50,3s,3
Camera,3/9/2018 14:50,1s,1
Android System,3/9/2018 14:50,2s,2
Messages,3/9/2018 14:50,8s,8
Gallery,3/9/2018 14:50,7s,7
Messages,3/9/2018 14:51,2s,2
Messages,3/9/2018 15:22,1m 11s,71
Messages,3/9/2018 15:32,1m 23s,83
Gmail,3/9/2018 15:36,5s,5
Messages,3/9/2018 15:37,2s,2
Messages,3/9/2018 15:37,13s,13
Messages,3/9/2018 16:08,17s,17
Gmail,3/9/2018 16:09,14s,14
Gmail,3/9/2018 16:13,4s,4
Google Play Store,3/9/2018 16:14,6s,6
Google Play Store,3/9/2018 16:14,55s,55
Messenger Lite,3/9/2018 16:15,59s,59
Messenger Lite,3/9/2018 16:19,22s,22
Messenger Lite,3/9/2018 16:19,5s,5
Messenger Lite,3/9/2018 16:19,6s,6
Messenger Lite,3/9/2018 16:20,3s,3
Messages,3/9/2018 16:37,1m ,60
Messages,3/9/2018 16:38,1s,1
Messages,3/9/2018 16:38,18s,18
Messages,3/9/2018 17:00,8s,8
Messages,3/9/2018 17:01,6s,6
Messages,3/9/2018 17:01,1s,1
Pandora,3/9/2018 17:01,2m 7s,127
Pandora,3/9/2018 17:01,2s,2
Instagram,3/9/2018 17:07,5s,5
Instagram,3/9/2018 17:07,27s,27
Instagram,3/9/2018 17:08,9s,9
Instagram,3/9/2018 17:08,7s,7
Messages,3/9/2018 17:22,1m 3s,63
Messages,3/9/2018 17:38,1s,1
Messages,3/9/2018 17:38,3s,3
Messages,3/9/2018 17:38,33s,33
Instagram,3/9/2018 17:39,4s,4
Firefox,3/9/2018 17:40,1m 35s,95
Phone,3/9/2018 17:45,10s,10
Phone,3/9/2018 18:06,2s,2
Messages,3/9/2018 18:12,29s,29
Messages,3/9/2018 18:15,5s,5
Messages,3/9/2018 18:15,15s,15
Gmail,3/9/2018 18:15,6s,6
Gmail,3/9/2018 18:15,15s,15
Messenger Lite,3/9/2018 18:16,3s,3
Messages,3/9/2018 18:16,31s,31
Messages,3/9/2018 18:17,1m 24s,84
Messages,3/9/2018 18:19,13s,13
Instagram,3/9/2018 18:20,9s,9
Messages,3/9/2018 18:26,35s,35
Memo,3/9/2018 18:27,1s,1
Memo,3/9/2018 18:52,1m ,60
Memo,3/9/2018 18:53,1s,1
Messages,3/9/2018 18:53,7s,7
Messages,3/9/2018 19:09,1s,1
Messages,3/9/2018 19:11,1m 46s,106
Messages,3/9/2018 19:13,2m 33s,153
Messages,3/9/2018 19:16,2m 20s,140
Instagram,3/9/2018 19:18,14s,14
Instagram,3/9/2018 19:18,2s,2
Instagram,3/9/2018 19:18,20s,20
Messages,3/9/2018 19:25,1s,1
Instagram,3/9/2018 19:45,12s,12
Gmail,3/9/2018 19:47,28s,28
Gmail,3/9/2018 20:03,1m ,60
Gmail,3/9/2018 20:04,4s,4
Gmail,3/9/2018 20:04,23s,23
Gmail,3/9/2018 20:04,5s,5
Gmail,3/9/2018 20:04,8s,8
Gmail,3/9/2018 20:05,46s,46
Instagram,3/9/2018 20:26,4s,4
Gmail,3/9/2018 20:48,1m ,60
Gmail,3/9/2018 21:11,2m 3s,123
Instagram,3/9/2018 21:15,12s,12
Instagram,3/9/2018 21:17,12s,12
Maps,3/9/2018 21:18,3s,3
Maps,3/9/2018 21:18,1m 7s,67
Instagram,3/9/2018 21:51,32s,32
Instagram,3/9/2018 22:20,6s,6
Clock,3/9/2018 22:22,7s,7
Netflix,3/9/2018 22:49,5s,5
Netflix,3/9/2018 22:49,24m 57s,1497
Netflix,3/9/2018 23:14,13s,13
Clock,3/10/2018 8:32,5s,5
Netflix,3/10/2018 8:33,1s,1
System UI,3/10/2018 8:33,1s,1
Gmail,3/10/2018 9:41,17s,17
Firefox,3/10/2018 9:41,24s,24
Instagram,3/10/2018 9:50,7s,7
Instagram,3/10/2018 9:50,1m ,60
System UI,3/10/2018 9:51,1s,1
Gmail,3/10/2018 9:51,16s,16
Pandora,3/10/2018 9:51,2s,2
Maps,3/10/2018 9:57,27s,27
Maps,3/10/2018 9:59,39s,39
Maps,3/10/2018 10:00,5m 15s,315
Pandora,3/10/2018 10:05,4s,4
Maps,3/10/2018 10:07,5s,5
Maps,3/10/2018 10:10,13s,13
Maps,3/10/2018 10:10,2s,2
Pandora,3/10/2018 10:13,1m 8s,68
Instagram,3/10/2018 10:16,4s,4
Instagram,3/10/2018 10:16,1s,1
Instagram,3/10/2018 10:25,9s,9
Maps,3/10/2018 10:25,12s,12
Maps,3/10/2018 10:26,19m 17s,1157
Messages,3/10/2018 10:48,5s,5
Messages,3/10/2018 10:57,16s,16
Messages,3/10/2018 10:57,36s,36
Instagram,3/10/2018 10:58,3s,3
Messages,3/10/2018 10:59,1m 59s,119
Messages,3/10/2018 11:01,27s,27
Gmail,3/10/2018 11:02,3s,3
Messages,3/10/2018 11:18,10s,10
Messages,3/10/2018 11:18,1m 16s,76
Messages,3/10/2018 11:19,12s,12
Messages,3/10/2018 11:20,2s,2
Calendar,3/10/2018 11:43,31s,31
Gmail,3/10/2018 11:44,11s,11
Messenger Lite,3/10/2018 11:44,3s,3
Messenger Lite,3/10/2018 11:44,5s,5
Firefox,3/10/2018 11:45,6s,6
Firefox,3/10/2018 11:45,8s,8
Firefox,3/10/2018 11:48,2s,2
Messages,3/10/2018 11:52,3s,3
Messages,3/10/2018 11:56,1s,1
Instagram,3/10/2018 11:56,1s,1
Instagram,3/10/2018 11:56,27s,27
Instagram,3/10/2018 12:21,6s,6
Instagram,3/10/2018 13:16,35s,35
Instagram,3/10/2018 13:17,24s,24
Gmail,3/10/2018 13:18,17s,17
Gmail,3/10/2018 13:19,29s,29
Gmail,3/10/2018 13:19,4s,4
Instagram,3/10/2018 13:22,23s,23
Instagram,3/10/2018 13:22,1s,1
Instagram,3/10/2018 13:22,12s,12
Instagram,3/10/2018 13:22,24s,24
Instagram,3/10/2018 13:34,4s,4
Messages,3/10/2018 13:34,26s,26
Messages,3/10/2018 13:54,1m 8s,68
Messages,3/10/2018 13:55,1s,1
Instagram,3/10/2018 13:55,4s,4
Instagram,3/10/2018 13:55,10s,10
Instagram,3/10/2018 14:02,11s,11
Instagram,3/10/2018 14:02,1m 22s,82
Instagram,3/10/2018 14:04,19s,19
Instagram,3/10/2018 14:04,5s,5
Instagram,3/10/2018 14:20,20s,20
Maps,3/10/2018 14:20,5s,5
Maps,3/10/2018 14:20,38s,38
Pandora,3/10/2018 14:36,1m 8s,68
Pandora,3/10/2018 14:37,1s,1
Messages,3/10/2018 14:38,1m 13s,73
Messages,3/10/2018 14:39,3s,3
Maps,3/10/2018 14:52,6s,6
Messages,3/10/2018 14:57,8s,8
Maps,3/10/2018 15:13,5m 6s,306
System UI,3/10/2018 15:18,13s,13
Pandora,3/10/2018 15:21,1s,1
Pandora,3/10/2018 15:21,3s,3
Gmail,3/10/2018 15:21,5s,5
Instagram,3/10/2018 15:21,10s,10
System UI,3/10/2018 15:35,1s,1
WhatsApp,3/10/2018 15:35,6s,6
WhatsApp,3/10/2018 15:35,1s,1
System UI,3/10/2018 15:47,1s,1
Snapchat,3/10/2018 15:47,1s,1
Firefox,3/10/2018 15:47,1m 10s,70
Instagram,3/10/2018 15:48,16s,16
Netflix,3/10/2018 15:49,2s,2
Netflix,3/10/2018 15:49,13s,13
Netflix,3/10/2018 16:15,22m 35s,1355
Netflix,3/10/2018 16:46,8m 3s,483
Netflix,3/10/2018 16:54,36s,36
Instagram,3/10/2018 18:13,12s,12
Google,3/10/2018 18:13,2s,2
System UI,3/10/2018 18:13,1s,1
Messages,3/10/2018 19:19,27s,27
Instagram,3/10/2018 19:20,58s,58
Instagram,3/10/2018 19:21,1s,1
Splitwise,3/10/2018 19:21,3s,3
Wikipedia,3/10/2018 19:21,17s,17
Wikipedia,3/10/2018 19:21,17s,17
YouTube,3/10/2018 20:40,7m 9s,429
The Weather Channel,3/10/2018 20:47,7s,7
The Weather Channel,3/10/2018 20:47,29s,29
System UI,3/10/2018 20:48,1s,1
Messages,3/10/2018 20:48,5s,5
Messages,3/10/2018 20:48,44s,44
Messages,3/10/2018 20:59,1m ,60
Messages,3/10/2018 21:00,9s,9
Instagram,3/10/2018 21:00,9m 59s,599
Instagram,3/10/2018 21:47,4m 39s,279
Instagram,3/10/2018 21:52,19s,19
Gmail,3/10/2018 21:59,13s,13
Instagram,3/10/2018 21:59,50s,50
Snapchat,3/10/2018 22:59,16s,16
Instagram,3/10/2018 23:00,55s,55
Clock,3/11/2018 10:12,1m 1s,61
Clock,3/11/2018 10:13,1s,1
Gmail,3/11/2018 10:14,27s,27
Instagram,3/11/2018 10:14,11s,11
Instagram,3/11/2018 10:15,18s,18
Gmail,3/11/2018 10:15,15s,15
Gmail,3/11/2018 10:58,15s,15
Gmail,3/11/2018 11:34,28s,28
Instagram,3/11/2018 11:34,4s,4
Instagram,3/11/2018 11:34,1m 10s,70
The Weather Channel,3/11/2018 11:36,30s,30
The Weather Channel,3/11/2018 11:36,1s,1
Calendar,3/11/2018 11:36,17s,17
Instagram,3/11/2018 11:37,5m 14s,314
Messages,3/11/2018 11:42,46s,46
Twitter,3/11/2018 11:43,9s,9
Twitter,3/11/2018 12:36,1s,1
System UI,3/11/2018 12:36,1s,1
Pandora,3/11/2018 14:06,14s,14
System UI,3/11/2018 14:08,1s,1
Messages,3/11/2018 14:08,1s,1
Messages,3/11/2018 14:25,1m 40s,100
Gmail,3/11/2018 14:27,7s,7
Messages,3/11/2018 14:30,3s,3
Messages,3/11/2018 14:36,1m 50s,110
Messages,3/11/2018 14:38,1s,1
Messages,3/11/2018 15:08,9s,9
Messages,3/11/2018 15:08,5s,5
Messages,3/11/2018 15:08,1m 5s,65
Gmail,3/11/2018 15:10,3s,3
The Weather Channel,3/11/2018 15:30,1s,1
The Weather Channel,3/11/2018 15:34,2m 8s,128
The Weather Channel,3/11/2018 15:36,1s,1
Instagram,3/11/2018 15:36,2m 34s,154
Calendar,3/11/2018 15:41,1m 4s,64
Calendar,3/11/2018 15:43,1s,1
Maps,3/11/2018 15:43,17s,17
Firefox,3/11/2018 15:59,52s,52
